date,organization,count,rn
2020-03-04,School Division Nurse Coordinator,1,1
2020-03-04,Virginia Department Of Health,1,2
2020-03-11,Culpeper Human Services,1,1
2020-03-11,Johns Hopkins University,1,2
2020-03-11,Virginia Department Of Health,1,3
2020-03-13,Culpeper National Cemetery,1,1
2020-03-13,National Vietnam War Veterans Day,1,2
2020-03-13,Vietnam War Commemoration Committee,1,3
2020-03-14,Nan,1,25
2020-03-14,Baptist Church,3,12
2020-03-14,Catholic Diocese Of Arlington,3,13
2020-03-14,Child Development Center,3,14
2020-03-14,Culpeper Baptist Church,3,15
2020-03-14,Culpeper Korean Church,3,16
2020-03-14,Culpeper National Cemetery,3,17
2020-03-14,Culpeper Reformation Lutheran Church,3,18
2020-03-14,Culpeper United Methodist Church,3,19
2020-03-14,Love Church,3,20
2020-03-14,Mission Meals,3,21
2020-03-14,National Council Of Nonprofits,3,22
2020-03-14,National Vietnam War Veterans Day,3,23
2020-03-14,Virginia Obannon Legacy Fund,3,24
2020-03-14,Community To,4,1
2020-03-14,Country Club Of Culpeper,4,2
2020-03-14,Culpeper Chamber,4,3
2020-03-14,Culpeper Visitor Center,4,4
2020-03-14,Facebook,4,5
2020-03-14,Lord Fairfax Community College,4,6
2020-03-14,Museum Of Culpeper History,4,7
2020-03-14,National Zoo,4,8
2020-03-14,Smithsonian Institution,4,9
2020-03-14,Virginia Department Of Transportation,4,10
2020-03-14,Virginia Tourism Corporation,4,11
2020-03-16,Clerk Of Council,1,1
2020-03-16,Clerk Office,1,2
2020-03-16,Council Meetings,1,3
2020-03-16,Virginia Department Of Health,1,4
2020-03-19,Culpeper Human Services,1,1
2020-03-19,Human Services,1,2
2020-03-20,Community Development,1,1
2020-03-20,Culpeper Police Department,1,2
2020-03-20,Police Department,1,3
2020-03-20,Public Services,1,4
2020-03-20,Tourism Economic Development,1,5
2020-03-20,Via Online Services Services,1,6
2020-03-20,Virginia Department Of Health,1,7
2020-03-24,Corporation Commission,1,1
2020-03-24,Culpeper Media Network,1,2
2020-03-24,Emergency Services Bill Ooten,1,3
2020-03-24,Farm Show At Culpeper Agricultural Enterprises,1,4
2020-03-24,Orange County Circuit Court Clerk Office,1,5
2020-03-24,Verizon,1,6
2020-03-24,Virginia Department Of Health,1,7
2020-03-24,Yates Properties,1,8
2020-03-26,Administration Building,1,1
2020-03-26,Centers For Disease,1,2
2020-03-26,Culpeper Office Of Emergency Services,1,3
2020-03-26,Emergency Services In Culpeper,1,4
2020-03-26,Office Of Emergency Services,1,5
2020-03-26,School Administrator Tony Brads,1,6
2020-03-26,School Board,1,7
2020-03-27,Boy Scouts Of America,1,1
2020-03-27,Fauquier Chamber,1,2
2020-04-08,Blue Ridge Download Consortium,1,1
2020-04-08,Centers For Disease,1,2
2020-04-08,Facebook,1,3
2020-04-08,Youth Services Assistant Hannah Crawford,1,4
2020-04-08,Youth Services Coordinator Laini Bostian,1,5
2020-04-22,Nan,1,1
2020-04-24,Christ Episcopal Church,1,1
2020-04-24,Culpeper Baptist Church,1,2
2020-04-24,Fire Department,1,3
2020-04-24,Life In Christ Church,1,4
2020-04-24,Shiloh Baptist Church,1,5
2020-04-30,A Circuit Court,1,2
2020-04-30,Associated Press,1,3
2020-04-30,Nan,1,4
2020-04-30,National Guard,1,5
2020-04-30,Supreme Court,1,6
2020-04-30,Circuit Court,2,1
2020-05-01,Circuit Court,1,5
2020-05-01,Facebook,1,6
2020-05-01,Nan,3,2
2020-05-01,Senate Republican Caucus,3,3
2020-05-01,Virginia Supreme Court,3,4
2020-05-01,Supreme Court,4,1
2020-05-02,American Battlefield,1,1
2020-05-02,Conservation Department,1,2
2020-05-02,Facebook,1,3
2020-05-02,Ulysses Grant Overland Campaign,1,4
2020-05-02,Union Gen,1,5
2020-05-02,Union Gens,1,6
2020-05-02,Virginia Association For Parks,1,7
2020-05-02,Virginia Department Of Conservation,1,8
2020-05-03,Central Virginia Partnership,1,1
2020-05-03,Central Virginia Partnership For Economic Development,1,2
2020-05-03,Culpeper Town Council,1,3
2020-05-03,Culpeper Wellness Foundation,1,4
2020-05-03,Economic Development Center,1,5
2020-05-03,Facebook,1,6
2020-05-03,Virginia Economic Development Partnership,1,7
2020-05-03,Virginia Employment Commission,1,8
2020-05-04,Culpeper Medical Center,1,1
2020-05-04,Culpeper Police Department,1,2
2020-05-04,Relations Court,1,3
2020-05-04,Virginia Department Of Health,1,4
2020-05-05,American Battlefield,1,1
2020-05-05,Conservation Department,1,2
2020-05-05,Culpeper Police Department,1,3
2020-05-05,Mckinley Elementary School,1,4
2020-05-05,Restaurant Association Metropolitan Washington,1,5
2020-05-05,Supreme Court,1,6
2020-05-05,Union Gen,1,7
2020-05-05,Union Gens,1,8
2020-05-05,Virginia Alcoholic Beverage Control Authority On,1,9
2020-05-05,Virginia Association For Parks,1,10
2020-05-05,Virginia Department Of Conservation,1,11
2020-05-13,Arlington National Cemetery,1,1
2020-05-13,Calverton National Cemetery,1,2
2020-05-13,Culpeper National Cemetery,1,3
2020-05-13,Department Of The Army,1,4
2020-05-13,Department Of Veterans Affairs,1,5
2020-05-13,National Cemetery Administration,1,6
2020-05-13,Quantico National Cemetery,1,7
2020-05-13,Riverside National Cemetery,1,8
2020-05-15,Health Department,1,1
2020-05-15,Rapaphannock-Rapidan Health District,1,2
2020-05-15,Rappahannock-Rapidan Health District,1,3
